username,language
Teo.raff,"[""it-N"", ""de-1"", ""en-1"", ""es-2""]"
Tessa piccolina,"[""ru-1"", ""en-2"", ""fr-N"", ""it-2""]"
TheMadcap,"[""it-N"", ""en-2"", ""la-3"", ""eo-1"", ""lmo-2"", ""es-1"", ""fr-1"", ""de-1"", ""el-1""]"
TheRukk,"[""fr-1"", ""it-N"", ""ar-1"", ""en-2""]"
Threecharlie,"[""it-N"", ""vec-N"", ""de-1"", ""en-2"", ""fr-1""]"
Thucydides93,"[""en-2"", ""it-N"", ""la-0""]"
Tia Mat,"[""pms-0"", ""en-2"", ""fr-1"", ""it-N"", ""la-1""]"
Tiguliano,"[""en-1"", ""eo-2"", ""it-N""]"
Timoleon75,"[""it-N"", ""la-2"", ""en-3"", ""fr-2""]"
TizStriz,"[""en-3"", ""fur-4"", ""it-N"", ""la-2"", ""de-1""]"
Tn4196,"[""ru-3"", ""de-2"", ""en-3"", ""eo-2"", ""it-4"", ""la-2""]"
Toadino2,"[""fr-1"", ""it-N"", ""en-2""]"
Tomganguz,"[""en-2"", ""it-N""]"
Tony88DUR,"[""es-1"", ""it-N"", ""en-2""]"
Topodellinternet,"[""fur-0"", ""it-N"", ""de-2"", ""pt-1"", ""en-4"", ""vec-N"", ""es-3"", ""fr-1""]"
Tormund99,"[""en-3"", ""fr-1"", ""it-N"", ""la-2""]"
Torque,"[""en-2"", ""fr-2"", ""it-N"", ""vec-N""]"
Traduttore96,"[""it-N"", ""lmo-4""]"
Tre di tre,"[""de-1"", ""en-3"", ""es-2"", ""fr-2"", ""it-N""]"
Trinitrotoluene89,"[""en-3"", ""it-N""]"
TriscaGiu,"[""es-1"", ""it-N"", ""la-2"", ""en-1""]"
Twindoors,"[""de-1"", ""en-3"", ""fr-4"", ""it-N"", ""nl-1""]"
Ugauga2011,"[""en-1"", ""es-0"", ""fr-0"", ""it-N"", ""lmo-4""]"
Umberto Basilica,"[""it-N""]"
Una giornata uggiosa '94,"[""de-0"", ""en-2"", ""es-1"", ""fr-0"", ""it-N"", ""la-1""]"
Unideanet,"[""en-3"", ""fr-2"", ""it-N"", ""de-1""]"
Untizioqualunque,"[""it-N"", ""la-1"", ""el-1"", ""scn-N"", ""en-2"", ""es-1""]"
VRP.MICKE,"[""en-3"", ""it-N""]"
Vajotwo,"[""fr-1"", ""it-N"", ""vec-N"", ""en-2""]"
Valcio,"[""de-2"", ""en-3"", ""it-N""]"
Valencian,"[""en-2"", ""es-N"", ""it-1""]"
Valepert,"[""en-3"", ""it-N""]"
Valeria De Francesca (BEIC),"[""it-N"", ""en-2""]"
Valerio Bozzolan,"[""en-2"", ""it-N""]"
ValerioPublicola09,"[""en-2"", ""fr-1"", ""it-N"", ""la-1"", ""de-0""]"
Vasta,"[""en-3"", ""fr-2"", ""it-N""]"
Verbetering,"[""en-3"", ""zh-3"", ""ka-0"", ""es-2"", ""ko-1"", ""et-1"", ""ar-0"", ""la-2"", ""fr-1"", ""de-0"", ""nl-1"", ""it-N"", ""el-1"", ""ru-1"", ""ja-0""]"
Verbgio,"[""en-3"", ""it-N""]"
Veronica Santoni (BEIC),"[""en-4"", ""fr-1"", ""it-N""]"
Vgg5465,"[""en-3"", ""fr-1"", ""it-N""]"
Vilma.bono,"[""it-N"", ""en-1"", ""es-3"", ""fr-4""]"
Vilnius,"[""en-3"", ""fr-1"", ""it-N""]"
Vincenzo80,"[""en-2"", ""it-N""]"
Vinci71,"[""en-3"", ""it-N"", ""ru-2""]"
Vipera,"[""en-3"", ""it-N"", ""vec-4""]"
Virginia Gentilini,"[""en-2"", ""it-N""]"
VoozZoov,"[""en-2"", ""fr-1"", ""it-N""]"
Vulpes Veneta,"[""de-1"", ""en-3"", ""fr-1"", ""it-N"", ""vec-N""]"
W1k1p3d14an,"[""en-2"", ""it-N""]"
WikiLuke,"[""zh-3"", ""en-4"", ""es-3"", ""it-N"", ""la-2""]"
WikiUAU,"[""en-3"", ""es-1"", ""it-N""]"
Wikit2006,"[""it-N"", ""en-1""]"
Wikitek16,"[""es-1"", ""it-N"", ""en-2""]"
Wind of freedom,"[""en-3"", ""es-2"", ""fr-1"", ""it-N"", ""de-1""]"
XanonymusX,"[""nl-2"", ""en-3"", ""no-1"", ""es-1"", ""vi-1"", ""fr-1"", ""it-4"", ""la-2"", ""de-N""]"
Xurugetu,"[""en-4"", ""es-N"", ""af-1"", ""nl-2"", ""fr-4"", ""ast-N"", ""pt-4"", ""gl-N"", ""ca-N"", ""it-3"", ""de-3""]"
Yacine Boussoufa,"[""ar-1"", ""en-2"", ""fr-2"", ""it-N""]"
Yaniv 01,"[""fr-1"", ""it-N"", ""la-1"", ""en-3"", ""es-2""]"
Yeagvr,"[""pt-2"", ""de-1"", ""ru-2"", ""en-4"", ""es-4"", ""fr-2"", ""it-N""]"
Yehuda.abramson,"[""es-N"", ""he-3"", ""it-N"", ""la-1"", ""vec-N""]"
Yinglong999,"[""es-3"", ""fr-1"", ""it-2"", ""pt-1"", ""en-N""]"
YukioSanjo,"[""it-N"", ""en-3"", ""es-2"", ""fur-N""]"
Z-angel,"[""en-2"", ""it-N""]"
Zaminex,"[""it-N"", ""la-3"", ""en-3"", ""vec-N"", ""es-2"", ""fr-0""]"
ZandDev,"[""it-N"", ""en-2""]"
Zanekost,"[""hu-0"", ""it-N"", ""en-2"", ""la-1"", ""es-1"", ""fr-2""]"
Zetazeti,"[""en-3"", ""es-3"", ""it-N""]"
Zio27,"[""it-N"", ""vec-1""]"
Zoelimi,"[""en-2"", ""fr-1"", ""it-N"", ""la-1""]"
Zorro55,"[""en-2"", ""es-1"", ""it-N""]"
Zurobets,"[""sr-N"", ""en-3"", ""fr-1"", ""hr-3"", ""it-N""]"
Ásaþórr,"[""fr-1"", ""it-N"", ""la-1"", ""lmo-2"", ""en-4""]"
Ομαριος,"[""co-2"", ""la-2"", ""de-1"", ""sa-1"", ""he-1"", ""el-2"", ""scn-N"", ""it-N"", ""en-3"", ""ar-1"", ""sq-1"", ""ja-1"", ""es-4"", ""ca-1"", ""zh-1"", ""ka-1"", ""fr-2""]"
